STHO,NasdaqGM:STHO,Star Holdings,Real Estate Operating Companies
CELL,NasdaqGS:CELL,PhenomeX Inc.,Life Sciences Tools and Services
FRD,NYSEAM:FRD,"Friedman Industries, Incorporated",Steel
TKNO,NasdaqGM:TKNO,"Alpha Teknova, Inc.",Life Sciences Tools and Services
VSTM,NasdaqGM:VSTM,"Verastem, Inc.",Biotechnology
ORN,NYSE:ORN,"Orion Group Holdings, Inc.",Construction and Engineering
AEYE,NasdaqCM:AEYE,"AudioEye, Inc.",Application Software
LOCL,NYSE:LOCL,Local Bounti Corporation,Agricultural Products and Services
STIM,NasdaqGM:STIM,"Neuronetics, Inc.",Health Care Equipment
AQMS,NasdaqCM:AQMS,"Aqua Metals, Inc.",Environmental and Facilities Services
PXLW,NasdaqGM:PXLW,"Pixelworks, Inc.",Semiconductors
VBFC,NasdaqCM:VBFC,Village Bank and Trust Financial Corp.,Regional Banks
ACU,NYSEAM:ACU,Acme United Corporation,Office Services and Supplies
QUIK,NasdaqCM:QUIK,QuickLogic Corporation,Semiconductors
SNCR,NasdaqGS:SNCR,"Synchronoss Technologies, Inc.",Application Software
AAIC,NYSE:AAIC,Arlington Asset Investment Corp.,Mortgage REITs
SOTK,NasdaqCM:SOTK,Sono-Tek Corporation,Electronic Equipment and Instruments
CODA,NasdaqCM:CODA,"Coda Octopus Group, Inc.",Electronic Equipment and Instruments
MDV,NYSE:MDV,Modiv Inc.,Diversified REITs
BWEN,NasdaqCM:BWEN,"Broadwind, Inc.",Heavy Electrical Equipment
BYFC,NasdaqCM:BYFC,Broadway Financial Corporation,Regional Banks
BBIG,NasdaqCM:BBIG,"Vinco Ventures, Inc.",Interactive Media and Services
BNED,NYSE:BNED,"Barnes & Noble Education, Inc.",Other Specialty Retail
ISDR,NYSEAM:ISDR,Issuer Direct Corporation,Application Software
CULL,NasdaqCM:CULL,"Cullman Bancorp, Inc.",Regional Banks
AUBN,NasdaqGM:AUBN,"Auburn National Bancorporation, Inc.",Regional Banks
QUBT,NasdaqCM:QUBT,"Quantum Computing, Inc.",Application Software
FOA,NYSE:FOA,Finance Of America Companies Inc.,Commercial and Residential Mortgage Finance
PCTI,NasdaqGS:PCTI,"PCTEL, Inc.",Communications Equipment
ACR,NYSE:ACR,ACRES Commercial Realty Corp.,Mortgage REITs
PRDS,NasdaqGM:PRDS,"Pardes Biosciences, Inc.",Biotechnology
MAPS,NasdaqGS:MAPS,"WM Technology, Inc.",Application Software
TALS,NasdaqGM:TALS,"Talaris Therapeutics, Inc.",Biotechnology
VBIV,NasdaqCM:VBIV,VBI Vaccines Inc.,Biotechnology
HYFM,NasdaqGS:HYFM,"Hydrofarm Holdings Group, Inc.",Agricultural and Farm Machinery
OCUP,NasdaqCM:OCUP,"Ocuphire Pharma, Inc.",Pharmaceuticals
KTCC,NasdaqGM:KTCC,Key Tronic Corporation,Electronic Manufacturing Services
FLUX,NasdaqCM:FLUX,"Flux Power Holdings, Inc.",Electrical Components and Equipment
ELYM,NasdaqGM:ELYM,"Eliem Therapeutics, Inc.",Biotechnology
FARM,NasdaqGS:FARM,Farmer Bros. Co.,Packaged Foods and Meats
DLA,NYSEAM:DLA,"Delta Apparel, Inc.","Apparel, Accessories and Luxury Goods"
HRTG,NYSE:HRTG,"Heritage Insurance Holdings, Inc.",Property and Casualty Insurance
WFCF,NasdaqCM:WFCF,"Where Food Comes From, Inc.",Research and Consulting Services
LUXH,NasdaqCM:LUXH,LuxUrban Hotels Inc.,Real Estate Operating Companies
SPRO,NasdaqGS:SPRO,"Spero Therapeutics, Inc.",Biotechnology
BHM,NYSEAM:BHM,"Bluerock Homes Trust, Inc.",Single-Family Residential REITs
REKR,NasdaqCM:REKR,"Rekor Systems, Inc.",Application Software
DBTX,NasdaqGS:DBTX,"Decibel Therapeutics, Inc.",Biotechnology
MCHX,NasdaqGS:MCHX,"Marchex, Inc.",Advertising
LEE,NasdaqGS:LEE,"Lee Enterprises, Incorporated",Publishing
FTHM,NasdaqCM:FTHM,Fathom Holdings Inc.,Real Estate Services
FNGR,NasdaqCM:FNGR,"FingerMotion, Inc.",Wireless Telecommunication Services
ANEB,NasdaqCM:ANEB,"Anebulo Pharmaceuticals, Inc.",Pharmaceuticals
CRDF,NasdaqCM:CRDF,"Cardiff Oncology, Inc.",Biotechnology
PHUN,NasdaqCM:PHUN,"Phunware, Inc.",Application Software
STRC,NasdaqGM:STRC,Sarcos Technology and Robotics Corporation,Industrial Machinery and Supplies and Components
AXR,NYSE:AXR,AMREP Corporation,Real Estate Development
CPTN,NasdaqCM:CPTN,"Cepton, Inc.",Electronic Equipment and Instruments
UPXI,NasdaqCM:UPXI,"Upexi, Inc.",Personal Care Products
PIRS,NasdaqCM:PIRS,"Pieris Pharmaceuticals, Inc.",Biotechnology
MCOM,NasdaqCM:MCOM,Micromobility.com Inc.,Passenger Ground Transportation
ADVM,NasdaqGM:ADVM,"Adverum Biotechnologies, Inc.",Biotechnology
MGYR,NasdaqGM:MGYR,"Magyar Bancorp, Inc.",Regional Banks
SND,NasdaqGS:SND,"Smart Sand, Inc.",Oil and Gas Equipment and Services
CURI,NasdaqCM:CURI,CuriosityStream Inc.,Movies and Entertainment
WRAP,NasdaqCM:WRAP,"Wrap Technologies, Inc.",Electronic Equipment and Instruments
RZLT,NasdaqCM:RZLT,"Rezolute, Inc.",Biotechnology
AIRT,NasdaqGM:AIRT,"Air T, Inc.",Air Freight and Logistics
CURO,NYSE:CURO,CURO Group Holdings Corp.,Consumer Finance
AKA,NYSE:AKA,a.k.a. Brands Holding Corp.,Apparel Retail
MGLD,NYSEAM:MGLD,"The Marygold Companies, Inc.",Asset Management and Custody Banks
BDTX,NasdaqGS:BDTX,"Black Diamond Therapeutics, Inc.",Biotechnology
STCN,NasdaqCM:STCN,"Steel Connect, Inc.",Data Processing and Outsourced Services
MMMB,NasdaqCM:MMMB,"MamaMancini's Holdings, Inc.",Packaged Foods and Meats
AXDX,NasdaqCM:AXDX,"Accelerate Diagnostics, Inc.",Health Care Equipment
SMSI,NasdaqCM:SMSI,"Smith Micro Software, Inc.",Application Software
CMLS,NasdaqGM:CMLS,Cumulus Media Inc.,Broadcasting
RLMD,NasdaqGS:RLMD,"Relmada Therapeutics, Inc.",Pharmaceuticals
MYMD,NasdaqCM:MYMD,"MyMD Pharmaceuticals, Inc.",Pharmaceuticals
HHS,NasdaqGM:HHS,"Harte Hanks, Inc.",Advertising
CIZN,NasdaqGM:CIZN,Citizens Holding Company,Regional Banks
HVBC,NasdaqCM:HVBC,"HV Bancorp, Inc.",Regional Banks
SLNG,NasdaqCM:SLNG,"Stabilis Solutions, Inc.",Oil and Gas Storage and Transportation
TCBC,NasdaqCM:TCBC,"TC Bancshares, Inc.",Regional Banks
GEG,NasdaqGS:GEG,"Great Elm Group, Inc.",Health Care Distributors
BVS,NasdaqGS:BVS,Bioventus Inc.,Health Care Supplies
IMUX,NasdaqGS:IMUX,"Immunic, Inc.",Biotechnology
ATER,NasdaqCM:ATER,"Aterian, Inc.",Household Appliances
FLNT,NasdaqGM:FLNT,"Fluent, Inc.",Advertising
SBEV,NYSEAM:SBEV,"Splash Beverage Group, Inc.",Distillers and Vintners
OESX,NasdaqCM:OESX,"Orion Energy Systems, Inc.",Electrical Components and Equipment
GRNA,NasdaqGM:GRNA,GreenLight Biosciences Holdings,Biotechnology
AUGX,NasdaqCM:AUGX,"Augmedix, Inc.",Health Care Technology
JOAN,NasdaqGM:JOAN,JOANN Inc.,Other Specialty Retail
LUCD,NasdaqGM:LUCD,Lucid Diagnostics Inc.,Health Care Equipment
ULBI,NasdaqGM:ULBI,Ultralife Corporation,Electrical Components and Equipment
CYT,NasdaqGS:CYT,"Cyteir Therapeutics, Inc.",Biotechnology
FEIM,NasdaqGM:FEIM,"Frequency Electronics, Inc.",Electronic Equipment and Instruments
INKT,NasdaqCM:INKT,"MiNK Therapeutics, Inc.",Biotechnology
AAOI,NasdaqGM:AAOI,"Applied Optoelectronics, Inc.",Communications Equipment
VIRC,NasdaqGM:VIRC,Virco Mfg. Corporation,Office Services and Supplies
LYRA,NasdaqGM:LYRA,"Lyra Therapeutics, Inc.",Pharmaceuticals
ROOT,NasdaqGS:ROOT,"Root, Inc.",Property and Casualty Insurance
CULP,NYSE:CULP,"Culp, Inc.",Textiles
CLSD,NasdaqGM:CLSD,"Clearside Biomedical, Inc.",Pharmaceuticals
BAFN,NasdaqCM:BAFN,BayFirst Financial Corp.,Regional Banks
OMEX,NasdaqCM:OMEX,"Odyssey Marine Exploration, Inc.",Diversified Support Services
DSP,NasdaqGS:DSP,Viant Technology Inc.,Application Software
ARKR,NasdaqGM:ARKR,Ark Restaurants Corp.,Restaurants
SURG,NasdaqCM:SURG,"SurgePays, Inc.",Wireless Telecommunication Services
CSPI,NasdaqGM:CSPI,CSP Inc.,IT Consulting and Other Services
INSG,NasdaqGS:INSG,Inseego Corp.,Communications Equipment
VWE,NasdaqGM:VWE,"Vintage Wine Estates, Inc.",Distillers and Vintners
MLSS,NYSEAM:MLSS,Milestone Scientific Inc.,Health Care Equipment
ISPO,NasdaqGM:ISPO,Inspirato Incorporated,"Hotels, Resorts and Cruise Lines"
AQST,NasdaqGM:AQST,"Aquestive Therapeutics, Inc.",Pharmaceuticals
HSON,NasdaqGS:HSON,"Hudson Global, Inc.",Human Resource and Employment Services
SIEB,NasdaqCM:SIEB,Siebert Financial Corp.,Investment Banking and Brokerage
IPWR,NasdaqCM:IPWR,Ideal Power Inc.,Electrical Components and Equipment
SANW,NasdaqCM:SANW,S&W Seed Company,Agricultural Products and Services
EMKR,NasdaqGM:EMKR,EMCORE Corporation,Communications Equipment
TACT,NasdaqGM:TACT,TransAct Technologies Incorporated,"Technology Hardware, Storage and Peripherals"
VIRX,NasdaqGS:VIRX,"Viracta Therapeutics, Inc.",Biotechnology
IMNM,NasdaqCM:IMNM,"Immunome, Inc.",Biotechnology
GMDA,NasdaqGM:GMDA,Gamida Cell Ltd.,Biotechnology
LINK,NasdaqCM:LINK,"Interlink Electronics, Inc.",Electronic Equipment and Instruments
IDR,NYSEAM:IDR,"Idaho Strategic Resources, Inc.",Diversified Metals and Mining
LOAN,NasdaqCM:LOAN,"Manhattan Bridge Capital, Inc.",Mortgage REITs
FIXX,NasdaqGS:FIXX,"Homology Medicines, Inc.",Biotechnology
FTK,NYSE:FTK,"Flotek Industries, Inc.",Specialty Chemicals
HEPA,NasdaqCM:HEPA,"Hepion Pharmaceuticals, Inc.",Pharmaceuticals
AKU,NasdaqCM:AKU,Akumin Inc.,Health Care Services
GIFI,NasdaqGS:GIFI,"Gulf Island Fabrication, Inc.",Oil and Gas Equipment and Services
MDWT,NasdaqCM:MDWT,Midwest Holding Inc.,Life and Health Insurance
TCRR,NasdaqGS:TCRR,TCR2 Therapeutics Inc.,Biotechnology
FKWL,NasdaqCM:FKWL,Franklin Wireless Corp.,Communications Equipment
PFIE,NasdaqCM:PFIE,"Profire Energy, Inc.",Oil and Gas Equipment and Services
HNNA,NasdaqGM:HNNA,"Hennessy Advisors, Inc.",Asset Management and Custody Banks
CRWS,NasdaqCM:CRWS,"Crown Crafts, Inc.",Textiles
VIA,NasdaqGS:VIA,"Via Renewables, Inc.",Electric Utilities
JRSH,NasdaqCM:JRSH,"Jerash Holdings (US), Inc.","Apparel, Accessories and Luxury Goods"
PDEX,NasdaqCM:PDEX,"Pro-Dex, Inc.",Health Care Equipment
DCTH,NasdaqCM:DCTH,"Delcath Systems, Inc.",Health Care Equipment
CGTX,NasdaqGM:CGTX,"Cognition Therapeutics, Inc.",Pharmaceuticals
GAIA,NasdaqGM:GAIA,"Gaia, Inc.",Movies and Entertainment
NCSM,NasdaqCM:NCSM,"NCS Multistage Holdings, Inc.",Oil and Gas Equipment and Services
CRIS,NasdaqGM:CRIS,"Curis, Inc.",Biotechnology
REFR,NasdaqCM:REFR,Research Frontiers Incorporated,Electronic Equipment and Instruments
GANX,NasdaqGM:GANX,"Gain Therapeutics, Inc.",Biotechnology
SELF,NasdaqCM:SELF,"Global Self Storage, Inc.",Self-Storage REITs
NHTC,NasdaqCM:NHTC,Natural Health Trends Corp.,Personal Care Products
RCAT,NasdaqCM:RCAT,"Red Cat Holdings, Inc.",Electronic Equipment and Instruments
QNCX,NasdaqGS:QNCX,"Quince Therapeutics, Inc.",Biotechnology
LSBK,NasdaqGM:LSBK,"Lake Shore Bancorp, Inc.",Regional Banks
LGVN,NasdaqCM:LGVN,Longeveron Inc.,Biotechnology
CLST,NasdaqCM:CLST,"Catalyst Bancorp, Inc.",Regional Banks
NAII,NasdaqGM:NAII,"Natural Alternatives International, Inc.",Personal Care Products
WWR,NYSEAM:WWR,"Westwater Resources, Inc.",Electrical Components and Equipment
RPID,NasdaqGS:RPID,"Rapid Micro Biosystems, Inc.",Life Sciences Tools and Services
RAIL,NasdaqGS:RAIL,"FreightCar America, Inc.",Construction Machinery and Heavy Transportation Equipment
AIRG,NasdaqCM:AIRG,"Airgain, Inc.",Electronic Components
WMC,NYSE:WMC,Western Asset Mortgage Capital Corporation,Mortgage REITs
MNTS,NasdaqGS:MNTS,Momentus Inc.,Aerospace and Defense
CYXT,NasdaqGS:CYXT,"Cyxtera Technologies, Inc.",Internet Services and Infrastructure
ADN,NasdaqCM:ADN,"Advent Technologies Holdings, Inc.",Electrical Components and Equipment
POL,NYSEAM:POL,Polished.com Inc.,Home Improvement Retail
CSBR,NasdaqCM:CSBR,"Champions Oncology, Inc.",Life Sciences Tools and Services
GAN,NasdaqCM:GAN,GAN Limited,Casinos and Gaming
LFMD,NasdaqGM:LFMD,"LifeMD, Inc.",Personal Care Products
SYRS,NasdaqGS:SYRS,"Syros Pharmaceuticals, Inc.",Biotechnology
RSSS,NasdaqCM:RSSS,"Research Solutions, Inc.",IT Consulting and Other Services
PRTG,NasdaqCM:PRTG,Portage Biotech Inc.,Biotechnology
EXPR,NYSE:EXPR,"Express, Inc.",Apparel Retail
MKTW,NasdaqGM:MKTW,"MarketWise, Inc.",Financial Exchanges and Data
WEJO,NasdaqGS:WEJO,Wejo Group Limited,Interactive Media and Services
LIDR,NasdaqCM:LIDR,"AEye, Inc.",Electronic Equipment and Instruments
ADES,NasdaqGM:ADES,"Advanced Emissions Solutions, Inc.",Specialty Chemicals
ONDS,NasdaqCM:ONDS,Ondas Holdings Inc.,Communications Equipment
VRAR,NasdaqCM:VRAR,"The Glimpse Group, Inc.",IT Consulting and Other Services
ATIP,NYSE:ATIP,"ATI Physical Therapy, Inc.",Health Care Services
BOLT,NasdaqGS:BOLT,"Bolt Biotherapeutics, Inc.",Biotechnology
BDL,NYSEAM:BDL,"Flanigan's Enterprises, Inc.",Restaurants
LTRN,NasdaqCM:LTRN,Lantern Pharma Inc.,Biotechnology
RVP,NYSEAM:RVP,"Retractable Technologies, Inc.",Health Care Supplies
ASRV,NasdaqGM:ASRV,"AmeriServ Financial, Inc.",Regional Banks
PASG,NasdaqGS:PASG,"Passage Bio, Inc.",Biotechnology
BCOW,NasdaqCM:BCOW,"1895 Bancorp of Wisconsin, Inc.",Regional Banks
CCLD,NasdaqGM:CCLD,"CareCloud, Inc.",Health Care Technology
LPTH,NasdaqCM:LPTH,"LightPath Technologies, Inc.",Electronic Equipment and Instruments
MIMO,NYSEAM:MIMO,Airspan Networks Holdings Inc.,Communications Equipment
MKUL,NasdaqCM:MKUL,"Molekule Group, Inc.",Building Products
DYAI,NasdaqCM:DYAI,"Dyadic International, Inc.",Biotechnology
NTIP,NYSEAM:NTIP,"Network-1 Technologies, Inc.",Communications Equipment
HFBL,NasdaqCM:HFBL,"Home Federal Bancorp, Inc. of Louisiana",Regional Banks
ENOB,NasdaqCM:ENOB,Enochian Biosciences Inc.,Biotechnology
SUNW,NasdaqCM:SUNW,"Sunworks, Inc.",Electrical Components and Equipment
KFFB,NasdaqGM:KFFB,Kentucky First Federal Bancorp,Regional Banks
APT,NYSEAM:APT,"Alpha Pro Tech, Ltd.",Building Products
TCRX,NasdaqGM:TCRX,"TScan Therapeutics, Inc.",Biotechnology
PMCB,NasdaqCM:PMCB,"PharmaCyte Biotech, Inc.",Biotechnology
VANI,NasdaqCM:VANI,"Vivani Medical, Inc.",Health Care Equipment
RGS,NYSE:RGS,Regis Corporation,Specialized Consumer Services
OSS,NasdaqCM:OSS,"One Stop Systems, Inc.","Technology Hardware, Storage and Peripherals"
TOI,NasdaqCM:TOI,"The Oncology Institute, Inc.",Health Care Facilities
HCWB,NasdaqGM:HCWB,HCW Biologics Inc.,Biotechnology
CISO,NasdaqCM:CISO,Cerberus Cyber Sentinel Corporation,IT Consulting and Other Services
AAME,NasdaqGM:AAME,Atlantic American Corporation,Multi-line Insurance
TSHA,NasdaqGS:TSHA,"Taysha Gene Therapies, Inc.",Biotechnology
ESP,NYSEAM:ESP,Espey Mfg. & Electronics Corp.,Electrical Components and Equipment
DPSI,NYSEAM:DPSI,"Decisionpoint Systems, Inc.",IT Consulting and Other Services
NSTS,NasdaqCM:NSTS,"NSTS Bancorp, Inc.",Regional Banks
MPU,NYSEAM:MPU,Mega Matrix Corp.,Trading Companies and Distributors
CFSB,NasdaqCM:CFSB,"CFSB Bancorp, Inc.",Regional Banks
BOTJ,NasdaqCM:BOTJ,"Bank of the James Financial Group, Inc.",Regional Banks
CHCI,NasdaqCM:CHCI,"Comstock Holding Companies, Inc.",Diversified Real Estate Activities
BKTI,NYSEAM:BKTI,BK Technologies Corporation,Communications Equipment
MGTA,NasdaqGM:MGTA,"Magenta Therapeutics, Inc.",Biotechnology
IDN,NasdaqGM:IDN,"Intellicheck, Inc.",Application Software
LTBR,NasdaqCM:LTBR,Lightbridge Corporation,Coal and Consumable Fuels
AP,NYSE:AP,Ampco-Pittsburgh Corporation,Steel
IOR,NYSEAM:IOR,"Income Opportunity Realty Investors, Inc.",Commercial and Residential Mortgage Finance
GNPX,NasdaqCM:GNPX,"Genprex, Inc.",Biotechnology
NRXP,NasdaqGM:NRXP,"NRx Pharmaceuticals, Inc.",Pharmaceuticals
MOVE,NasdaqCM:MOVE,Movano Inc.,"Technology Hardware, Storage and Peripherals"
WATT,NasdaqCM:WATT,Energous Corporation,Electrical Components and Equipment
HLGN,NYSE:HLGN,"Heliogen, Inc.",Electrical Components and Equipment
NNBR,NasdaqGS:NNBR,"NN, Inc.",Industrial Machinery and Supplies and Components
APRN,NYSE:APRN,"Blue Apron Holdings, Inc.",Food Retail
USAU,NasdaqCM:USAU,U.S. Gold Corp.,Diversified Metals and Mining
AGAE,NasdaqCM:AGAE,Allied Gaming & Entertainment Inc.,Leisure Facilities
ONCT,NasdaqCM:ONCT,"Oncternal Therapeutics, Inc.",Biotechnology
SNSE,NasdaqGM:SNSE,"Sensei Biotherapeutics, Inc.",Biotechnology
USIO,NasdaqGM:USIO,"Usio, Inc.",Transaction and Payment Processing Services
CODX,NasdaqCM:CODX,"Co-Diagnostics, Inc.",Health Care Equipment
LFVN,NasdaqCM:LFVN,LifeVantage Corporation,Personal Care Products
ICCH,NasdaqCM:ICCH,"ICC Holdings, Inc.",Property and Casualty Insurance
RFIL,NasdaqGM:RFIL,"RF Industries, Ltd.",Electronic Manufacturing Services
TCON,NasdaqCM:TCON,"TRACON Pharmaceuticals, Inc.",Biotechnology
ELEV,NasdaqGS:ELEV,"Elevation Oncology, Inc.",Biotechnology
NICK,NasdaqGS:NICK,"Nicholas Financial, Inc.",Consumer Finance
SNDA,NYSE:SNDA,"Sonida Senior Living, Inc.",Health Care Facilities
DMS,NYSE:DMS,"Digital Media Solutions, Inc.",Advertising
BCEL,NasdaqGS:BCEL,"Atreca, Inc.",Biotechnology
ICD,NYSE:ICD,"Independence Contract Drilling, Inc.",Oil and Gas Drilling
NVNO,NasdaqCM:NVNO,enVVeno Medical Corporation,Health Care Equipment
TESS,NasdaqGS:TESS,TESSCO Technologies Incorporated,Communications Equipment
PIII,NasdaqCM:PIII,P3 Health Partners Inc.,Health Care Services
AVRO,NasdaqGS:AVRO,"AVROBIO, Inc.",Biotechnology
USEG,NasdaqCM:USEG,U.S. Energy Corp.,Oil and Gas Exploration and Production
KPLT,NasdaqGM:KPLT,"Katapult Holdings, Inc.",Consumer Finance
FUSB,NasdaqCM:FUSB,"First US Bancshares, Inc.",Regional Banks
FSEA,NasdaqCM:FSEA,"First Seacoast Bancorp, Inc.",Regional Banks
SYPR,NasdaqGM:SYPR,"Sypris Solutions, Inc.",Automotive Parts and Equipment
ASMB,NasdaqGS:ASMB,"Assembly Biosciences, Inc.",Biotechnology
BYSI,NasdaqCM:BYSI,BeyondSpring Inc.,Biotechnology
VTSI,NasdaqCM:VTSI,"VirTra, Inc.",Aerospace and Defense
KEQU,NasdaqGM:KEQU,Kewaunee Scientific Corporation,Health Care Equipment
UG,NasdaqGM:UG,"United-Guardian, Inc.",Personal Care Products
BMTX,NYSEAM:BMTX,"BM Technologies, Inc.",Transaction and Payment Processing Services
RWLK,NasdaqCM:RWLK,ReWalk Robotics Ltd.,Health Care Equipment
SYBX,NasdaqGM:SYBX,"Synlogic, Inc.",Biotechnology
NLS,NYSE:NLS,"Nautilus, Inc.",Leisure Products
KOSS,NasdaqCM:KOSS,Koss Corporation,Consumer Electronics
GSIT,NasdaqGS:GSIT,"GSI Technology, Inc.",Semiconductors
CXDO,NasdaqCM:CXDO,"Crexendo, Inc.",Internet Services and Infrastructure
CRVS,NasdaqGM:CRVS,"Corvus Pharmaceuticals, Inc.",Biotechnology
SURF,NasdaqGM:SURF,"Surface Oncology, Inc.",Biotechnology
PRAX,NasdaqGS:PRAX,"Praxis Precision Medicines, Inc.",Biotechnology
AQB,NasdaqCM:AQB,"AquaBounty Technologies, Inc.",Biotechnology
OCX,NasdaqCM:OCX,OncoCyte Corporation,Biotechnology
CYN,NasdaqCM:CYN,Cyngn Inc.,Application Software
TCBS,NasdaqCM:TCBS,"Texas Community Bancshares, Inc.",Regional Banks
CPSH,NasdaqCM:CPSH,CPS Technologies Corporation,Electronic Components
NM,NYSE:NM,Navios Maritime Holdings Inc.,Marine Transportation
NXTC,NasdaqGS:NXTC,"NextCure, Inc.",Biotechnology
XGN,NasdaqGM:XGN,Exagen Inc.,Biotechnology
AINC,NYSEAM:AINC,Ashford Inc.,Asset Management and Custody Banks
IZEA,NasdaqCM:IZEA,"IZEA Worldwide, Inc.",Interactive Media and Services
DMAC,NasdaqCM:DMAC,DiaMedica Therapeutics Inc.,Biotechnology
SLS,NasdaqCM:SLS,"SELLAS Life Sciences Group, Inc.",Biotechnology
LPTX,NasdaqGM:LPTX,"Leap Therapeutics, Inc.",Biotechnology
ACXP,NasdaqCM:ACXP,"Acurx Pharmaceuticals, Inc.",Biotechnology
HOOK,NasdaqGS:HOOK,HOOKIPA Pharma Inc.,Biotechnology
ICCC,NasdaqCM:ICCC,ImmuCell Corporation,Biotechnology
MNDO,NasdaqGM:MNDO,MIND C.T.I. Ltd,Application Software
EIGR,NasdaqGM:EIGR,"Eiger BioPharmaceuticals, Inc.",Biotechnology
WTT,NYSEAM:WTT,"Wireless Telecom Group, Inc.",Electronic Equipment and Instruments
COYA,NasdaqCM:COYA,"Coya Therapeutics, Inc.",Biotechnology
FGH,NYSEAM:FGH,FG Group Holdings Inc.,Movies and Entertainment
APLT,NasdaqGM:APLT,"Applied Therapeutics, Inc.",Biotechnology
CADL,NasdaqGM:CADL,"Candel Therapeutics, Inc.",Biotechnology
FTEK,NasdaqCM:FTEK,"Fuel Tech, Inc.",Environmental and Facilities Services
UTRS,NasdaqGM:UTRS,"Minerva Surgical, Inc.",Health Care Equipment
FSI,NYSEAM:FSI,"Flexible Solutions International, Inc.",Specialty Chemicals
ESOA,NasdaqCM:ESOA,Energy Services of America Corporation,Oil and Gas Equipment and Services
MAIA,NYSEAM:MAIA,"MAIA Biotechnology, Inc.",Biotechnology
RFL,NYSE:RFL,"Rafael Holdings, Inc.",Real Estate Operating Companies
SOHO,NasdaqGM:SOHO,Sotherly Hotels Inc.,Hotel and Resort REITs
ALGS,NasdaqGS:ALGS,"Aligos Therapeutics, Inc.",Biotechnology
OMQS,NasdaqCM:OMQS,OMNIQ Corp.,IT Consulting and Other Services
OWLT,NYSE:OWLT,"Owlet, Inc.",Health Care Equipment
VLCN,NasdaqCM:VLCN,"Volcon, Inc.",Motorcycle Manufacturers
DWSN,NasdaqGS:DWSN,Dawson Geophysical Company,Oil and Gas Equipment and Services
PAVM,NasdaqCM:PAVM,PAVmed Inc.,Health Care Equipment
SSKN,NasdaqCM:SSKN,"STRATA Skin Sciences, Inc.",Health Care Equipment
IRNT,NYSE:IRNT,"IronNet, Inc.",Systems Software
NOVN,NasdaqCM:NOVN,"Novan, Inc.",Pharmaceuticals
KIRK,NasdaqGS:KIRK,"Kirkland's, Inc.",Homefurnishing Retail
PEAR,NasdaqCM:PEAR,"Pear Therapeutics, Inc.",Health Care Technology
AWRE,NasdaqGM:AWRE,"Aware, Inc.",Application Software
FATH,NYSE:FATH,Fathom Digital Manufacturing Corporation,Industrial Machinery and Supplies and Components
TARA,NasdaqGM:TARA,"Protara Therapeutics, Inc.",Biotechnology
MIRO,NasdaqCM:MIRO,Miromatrix Medical Inc.,Life Sciences Tools and Services
AXLA,NasdaqGM:AXLA,Axcella Health Inc.,Biotechnology
PBBK,NasdaqCM:PBBK,"PB Bankshares, Inc.",Regional Banks
PPSI,NasdaqCM:PPSI,"Pioneer Power Solutions, Inc.",Heavy Electrical Equipment
OCC,NasdaqGM:OCC,Optical Cable Corporation,Communications Equipment
LODE,NYSEAM:LODE,Comstock Inc.,Oil and Gas Refining and Marketing
IMPL,NasdaqGM:IMPL,Impel Pharmaceuticals Inc.,Biotechnology
RMCF,NasdaqGM:RMCF,"Rocky Mountain Chocolate Factory, Inc.",Packaged Foods and Meats
SNCE,NasdaqGM:SNCE,"Science 37 Holdings, Inc.",Life Sciences Tools and Services
ELDN,NasdaqCM:ELDN,"Eledon Pharmaceuticals, Inc.",Biotechnology
IRIX,NasdaqGM:IRIX,IRIDEX Corporation,Health Care Equipment
GTIM,NasdaqCM:GTIM,Good Times Restaurants Inc.,Restaurants
ZEV,NYSE:ZEV,"Lightning eMotors, Inc.",Construction Machinery and Heavy Transportation Equipment
MTEX,NasdaqGS:MTEX,"Mannatech, Incorporated",Personal Care Products
ORGS,NasdaqCM:ORGS,Orgenesis Inc.,Biotechnology
ASPI,NasdaqCM:ASPI,ASP Isotopes Inc.,Specialty Chemicals
SWAG,NasdaqCM:SWAG,"Stran & Company, Inc.",Advertising
INAB,NasdaqGM:INAB,"IN8bio, Inc.",Biotechnology
BMRA,NasdaqCM:BMRA,"Biomerica, Inc.",Health Care Equipment
ICAD,NasdaqCM:ICAD,"iCAD, Inc.",Health Care Technology
OPFI,NYSE:OPFI,OppFi Inc.,Consumer Finance
MSVB,NasdaqCM:MSVB,"Mid-Southern Bancorp, Inc.",Regional Banks
NYMX,NasdaqCM:NYMX,Nymox Pharmaceutical Corporation,Biotechnology
VAPO,NYSE:VAPO,"Vapotherm, Inc.",Health Care Equipment
CLIR,NasdaqCM:CLIR,ClearSign Technologies Corporation,Electronic Equipment and Instruments
SGTX,NasdaqGS:SGTX,"Sigilon Therapeutics, Inc.",Biotechnology
WVVI,NasdaqCM:WVVI,"Willamette Valley Vineyards, Inc.",Distillers and Vintners
XWEL,NasdaqCM:XWEL,"XWELL, Inc.",Specialized Consumer Services
NLTX,NasdaqGM:NLTX,"Neoleukin Therapeutics, Inc.",Biotechnology
